395.1,282.2,1,364.3,298.7,1
364.3,298.7,1,400.4,347.2,1
429.2,297.4,1,421.4,344.3,1
400.4,347.2,1,421.4,344.3,1
429.2,297.4,1,421.4,344.3,1
452.4,277.8,1,429.2,297.4,1
452.4,277.8,1,489.0,320.5,1
421.4,344.3,1,450.6,361.8,1
489.0,320.5,1,450.6,361.8,1
452.4,277.8,1,489.0,320.5,1
452.6,277.0,1,452.4,277.8,1
452.6,277.0,1,469.0,259.9,1
469.0,259.9,1,504.2,259.2,1
489.0,320.5,1,532.9,315.4,1
504.2,259.2,1,532.9,315.4,1
461.7,213.0,1,469.0,259.9,1
469.0,259.9,1,504.2,259.2,1
461.7,213.0,1,481.9,194.5,1
533.4,211.1,1,481.9,194.5,1
504.2,259.2,1,533.4,211.1,1
424.4,213.1,1,461.7,212.9,1
407.6,195.8,1,424.4,213.0,1
407.6,195.8,1,407.1,194.4,1
461.7,213.0,1,481.9,194.5,1
413.4,169.5,1,467.7,144.6,1
407.1,194.4,1,413.4,169.5,1
481.9,194.5,1,467.7,144.6,1
413.4,169.5,1,467.7,144.6,1
413.4,169.5,1,386.0,134.5,1
386.0,134.5,1,747.0,-712.4,1
467.7,144.6,1,747.0,-712.4,1
344.9,183.5,1,407.1,194.4,1
407.1,194.4,1,413.4,169.5,1
413.4,169.5,1,386.0,134.5,1
344.9,183.5,1,349.9,146.9,1
386.0,134.5,1,349.9,146.9,1
344.9,183.5,1,349.9,146.9,1
335.8,194.2,1,344.9,183.5,1
335.8,194.2,1,84.7,91.5,1
84.7,91.5,1,-1772.3,-921.5,0
349.9,146.9,1,-532.9,-663.8,0
335.5,199.4,1,295.1,234.9,1
335.5,199.4,1,335.8,194.2,1
335.8,194.2,1,84.7,91.5,1
295.1,234.9,1,84.7,91.5,1
295.1,234.9,1,84.7,91.5,1
300.7,264.8,1,295.1,234.9,1
84.7,91.5,1,-1772.3,-921.5,0
166.5,293.9,1,-464.8,280.8,0
300.7,264.8,1,166.5,293.9,1
299.3,326.5,1,298.6,325.6,1
166.5,293.9,1,-464.8,280.8,0
-328.5,2628.5,1,-517.7,3271.0,0
299.3,326.5,1,-328.5,2628.5,1
298.6,325.6,1,166.5,293.9,1
357.1,235.8,1,307.3,266.4,1
357.1,235.8,1,361.4,238.3,1
361.4,238.3,1,358.4,293.4,1
358.4,293.4,1,307.3,266.4,1
386.0,134.5,1,349.9,146.9,1
386.0,134.5,1,747.0,-712.4,1
349.9,146.9,1,-532.9,-663.8,0
747.0,-712.4,1,3554.9,-8370.2,0
400.4,347.2,1,362.1,384.0,1
400.4,347.2,1,421.4,344.3,1
421.4,344.3,1,450.6,361.8,1
-328.5,2628.5,1,-517.7,3271.0,0
362.1,384.0,1,-328.5,2628.5,1
450.6,361.8,1,1139.0,2212.1,0
329.7,328.5,1,362.1,384.0,1
329.7,328.5,1,299.3,326.5,1
299.3,326.5,1,-328.5,2628.5,1
362.1,384.0,1,-328.5,2628.5,1
300.7,264.8,1,166.5,293.9,1
302.4,266.2,1,300.7,264.8,1
302.4,266.2,1,298.6,325.6,1
298.6,325.6,1,166.5,293.9,1
489.0,320.5,1,450.6,361.8,1
489.0,320.5,1,532.9,315.4,1
450.6,361.8,1,1139.0,2212.1,0
532.9,315.4,1,1212.9,585.9,0
481.9,194.5,1,467.7,144.6,1
533.4,211.1,1,481.9,194.5,1
467.7,144.6,1,747.0,-712.4,1
747.0,-712.4,1,3554.9,-8370.2,0
533.4,211.1,1,1093.8,71.1,0
504.2,259.2,1,532.9,315.4,1
504.2,259.2,1,533.4,211.1,1
533.4,211.1,1,1093.8,71.1,0
532.9,315.4,1,1212.9,585.9,0
