291.9,79.8,1,284.7,116.3,1
284.7,116.3,1,219.8,202.2,1
-32.8,249.8,1,-555.0,231.6,0
219.8,202.2,1,-32.8,249.8,1
291.9,79.8,1,251.3,-1403.4,1
251.3,-1403.4,1,-713.7,-15370.8,0
291.9,79.8,1,284.7,116.3,1
284.7,116.3,1,296.5,194.1,1
296.5,194.1,1,328.9,209.3,1
328.9,209.3,1,355.4,178.8,1
291.9,79.8,1,355.4,178.8,1
284.5,207.4,1,236.3,209.9,1
236.3,209.9,1,259.6,251.9,1
284.5,244.1,1,259.6,251.9,1
284.6,207.4,1,284.4,244.1,1
284.5,207.4,1,236.3,209.9,1
284.7,116.3,1,296.5,194.1,1
284.7,116.3,1,219.8,202.2,1
236.3,209.9,1,219.8,202.2,1
284.5,207.4,1,296.5,194.1,1
-32.8,249.8,1,-555.0,231.6,0
242.3,333.5,1,48.8,266.0,1
-32.8,249.8,1,48.8,266.0,1
242.3,333.5,1,247.9,342.3,1
247.9,342.3,1,318.7,900.5,1
318.7,900.5,1,367.2,1822.6,1
367.2,1822.6,1,1073.9,102879.8,0
242.3,333.5,1,48.8,266.0,1
48.8,266.0,1,248.1,269.7,1
263.7,293.5,1,248.1,269.7,1
242.3,333.5,1,263.7,293.5,1
236.3,209.9,1,259.6,251.9,1
236.3,209.9,1,219.8,202.2,1
219.8,202.2,1,-32.8,249.8,1
-32.8,249.8,1,48.8,266.0,1
48.8,266.0,1,248.1,269.7,1
259.6,251.9,1,248.1,269.7,1
284.5,244.1,1,259.6,251.9,1
259.6,251.9,1,248.1,269.7,1
263.7,293.5,1,248.1,269.7,1
284.5,244.1,1,299.3,254.2,1
298.5,293.5,1,299.3,254.2,1
263.7,293.6,1,298.5,293.4,1
284.6,207.4,1,284.4,244.1,1
284.5,207.4,1,296.5,194.1,1
296.5,194.1,1,328.9,209.3,1
284.5,244.1,1,299.3,254.2,1
328.3,243.2,1,299.3,254.2,1
334.1,222.0,1,328.3,243.2,1
328.9,209.3,1,334.1,222.0,1
298.5,293.5,1,299.3,254.2,1
328.3,243.2,1,299.3,254.2,1
298.5,293.5,1,308.4,302.6,1
335.9,294.9,1,308.4,302.6,1
328.3,243.2,1,349.6,269.9,1
335.9,294.9,1,349.6,269.9,1
242.3,333.5,1,263.7,293.5,1
242.3,333.5,1,247.9,342.3,1
263.7,293.6,1,298.5,293.4,1
298.5,293.5,1,308.4,302.6,1
305.8,327.8,1,308.4,302.6,1
247.9,342.3,1,305.8,327.8,1
335.9,294.9,1,308.4,302.6,1
305.8,327.8,1,308.4,302.6,1
335.9,294.9,1,364.5,322.5,1
305.8,327.8,1,325.3,366.0,1
364.5,322.5,1,325.3,366.0,1
374.3,265.6,1,376.0,263.5,1
420.7,257.5,1,425.0,260.3,1
425.0,298.7,1,424.9,260.3,1
390.9,305.4,1,421.6,303.0,1
374.3,265.6,1,390.9,305.4,1
376.0,263.5,1,420.7,257.5,1
425.0,298.7,1,421.6,303.0,1
328.3,243.2,1,349.6,269.9,1
334.1,222.0,1,328.3,243.2,1
374.3,265.6,1,376.0,263.5,1
334.1,222.0,1,376.0,225.5,1
349.6,269.9,1,374.3,265.6,1
376.0,263.5,1,376.0,225.5,1
334.1,222.0,1,376.0,225.5,1
328.9,209.3,1,334.1,222.0,1
328.9,209.3,1,355.4,178.8,1
387.5,203.3,1,373.0,181.5,1
355.4,178.8,1,373.0,181.5,1
388.5,212.7,1,387.5,203.3,1
376.0,225.5,1,388.5,212.7,1
387.5,203.3,1,373.0,181.5,1
373.0,181.5,1,410.9,127.8,1
427.1,176.3,1,410.9,127.8,1
387.5,203.3,1,427.1,176.3,1
373.0,181.5,1,410.9,127.8,1
355.4,178.8,1,373.0,181.5,1
291.9,79.8,1,355.4,178.8,1
291.9,79.8,1,251.3,-1403.4,1
410.9,127.8,1,419.3,41.9,1
251.3,-1403.4,1,419.3,41.9,1
427.1,176.3,1,410.9,127.8,1
410.9,127.8,1,419.3,41.9,1
483.7,173.3,1,419.3,41.9,1
454.9,198.9,1,483.7,173.3,1
427.1,176.3,1,453.5,199.3,1
454.9,198.9,1,453.5,199.3,1
483.7,173.3,1,419.3,41.9,1
251.3,-1403.4,1,419.3,41.9,1
251.3,-1403.4,1,-713.7,-15370.8,0
483.7,173.3,1,1318.7,232.9,1
1318.7,232.9,1,8704.8,97.4,0
454.9,198.9,1,483.7,173.3,1
483.7,173.3,1,1318.7,232.9,1
454.9,198.9,1,497.5,241.5,1
832.8,262.5,1,497.5,241.5,1
1318.7,232.9,1,832.8,262.5,1
387.5,203.3,1,427.1,176.3,1
388.5,212.7,1,387.5,203.3,1
427.1,176.3,1,453.5,199.3,1
