410.5,223.2,1,453.2,199.8,1
453.5,199.3,1,453.2,199.8,1
388.5,212.7,1,410.5,223.2,1
410.5,223.2,1,453.2,199.8,1
420.7,257.5,1,425.0,260.3,1
453.2,199.8,1,446.5,253.2,1
425.0,260.3,1,446.5,253.2,1
410.5,223.2,1,420.7,257.5,1
453.2,199.8,1,446.5,253.2,1
453.5,199.3,1,453.2,199.8,1
454.9,198.9,1,453.5,199.3,1
454.9,198.9,1,497.5,241.5,1
446.5,253.2,1,465.5,260.1,1
497.5,241.5,1,465.5,260.1,1
446.5,253.2,1,465.5,260.1,1
425.0,260.3,1,446.5,253.2,1
425.0,298.6,1,424.9,260.3,1
425.0,298.6,1,471.4,297.4,1
465.5,260.1,1,471.4,297.4,1
390.9,305.4,1,421.6,303.0,1
390.9,305.4,1,375.7,322.3,1
375.7,322.3,1,429.9,423.0,1
421.6,303.0,1,443.0,377.0,1
429.9,423.0,1,443.0,377.0,1
374.3,265.6,1,390.9,305.4,1
349.6,269.9,1,374.3,265.6,1
335.9,294.9,1,349.6,269.9,1
335.9,294.9,1,364.5,322.5,1
390.9,305.4,1,375.7,322.3,1
364.5,322.5,1,375.7,322.3,1
376.0,263.5,1,420.7,257.5,1
376.0,263.5,1,376.0,225.5,1
376.0,225.5,1,388.5,212.7,1
388.5,212.7,1,410.5,223.2,1
410.5,223.2,1,420.7,257.5,1
247.9,342.3,1,305.8,327.8,1
247.9,342.3,1,318.7,900.5,1
305.8,327.8,1,325.3,366.0,1
318.7,900.5,1,325.3,366.0,1
364.5,322.5,1,325.3,366.0,1
364.5,322.5,1,375.7,322.3,1
375.7,322.3,1,429.9,423.0,1
318.7,900.5,1,325.3,366.0,1
318.7,900.5,1,367.2,1822.6,1
429.9,423.0,1,367.2,1822.6,1
425.0,298.6,1,471.4,297.4,1
425.0,298.7,1,421.6,303.0,1
421.6,303.0,1,443.0,377.0,1
471.4,297.4,1,492.5,315.2,1
443.0,377.0,1,492.5,315.2,1
465.5,260.1,1,471.4,297.4,1
497.5,241.5,1,465.5,260.1,1
832.8,262.5,1,497.5,241.5,1
471.4,297.4,1,492.5,315.2,1
832.8,262.5,1,492.5,315.2,1
443.0,377.0,1,492.5,315.2,1
429.9,423.0,1,443.0,377.0,1
429.9,423.0,1,367.2,1822.6,1
367.2,1822.6,1,1073.9,102879.8,0
832.8,262.5,1,492.5,315.2,1
1318.7,232.9,1,832.8,262.5,1
1318.7,232.9,1,8704.8,97.4,0
